,Score
1303,4.0
6446,3.9166666666666665
2327,3.8833333333333333
2303,3.783333333333333
2379,3.6666666666666665
3711,3.55
2404,3.533333333333333
3481,3.4000000000000004
2890,3.3666666666666667
2887,3.3499999999999996
2383,3.25
2618,3.1333333333333333
3443,3.116666666666667
1301,3.0833333333333335
2883,2.9833333333333334
1326,2.9666666666666663
3035,2.8666666666666667
2881,2.683333333333333
6415,2.5833333333333335
2344,2.583333333333333
2886,2.5666666666666664
2449,2.55
3034,2.5166666666666666
3661,2.4833333333333334
2345,2.45
2408,2.35
2882,2.2333333333333334
2884,2.1999999999999997
2885,2.1333333333333333
2377,2.05
2454,1.9666666666666668
2891,1.95
6239,1.95
2330,1.916666666666667
4904,1.8166666666666669
3037,1.8
3044,1.7
3017,1.5333333333333334
6669,1.5
3706,1.4
2301,1.3333333333333333
6770,1.3166666666666667
6116,1.2666666666666666
2382,1.2166666666666666
2368,1.0833333333333333
4938,1.0
2376,0.8833333333333334
2360,0.8833333333333333
6285,0.85
1504,0.8166666666666667
2356,0.7666666666666666
3231,0.6666666666666667
2603,0.6
3533,0.5666666666666667
1519,0.4833333333333333
2317,0.3666666666666667
2308,0.3666666666666667
2324,0.2833333333333333
2357,0.2833333333333333
3036,0.2
