,Score
3231,3.9166666666666665
2395,3.8833333333333333
2301,3.783333333333333
3017,3.75
6446,3.75
3443,3.583333333333333
6669,3.5500000000000003
2357,3.4833333333333334
3034,3.316666666666667
2408,3.2
2603,3.1833333333333336
3037,3.1166666666666667
2383,3.033333333333333
6505,2.9499999999999997
2317,2.9000000000000004
2360,2.783333333333333
2376,2.7666666666666666
2344,2.7333333333333334
2884,2.7
2454,2.666666666666667
2883,2.6166666666666663
2885,2.5666666666666664
2887,2.416666666666667
2377,2.416666666666667
2886,2.35
3036,2.3166666666666664
2356,2.25
3661,2.2333333333333334
2890,2.2
2882,2.0166666666666666
2881,1.9
3533,1.9
2379,1.8833333333333333
2891,1.8666666666666667
3044,1.85
2618,1.7500000000000002
6285,1.6166666666666667
2892,1.583333333333333
1216,1.4833333333333334
2412,1.4833333333333334
2324,1.4499999999999997
1303,1.3666666666666667
2634,1.3333333333333333
3045,1.2666666666666666
3711,1.2333333333333334
2330,1.2333333333333334
2404,1.2
6770,0.8999999999999999
2308,0.8666666666666667
6239,0.7666666666666667
1301,0.7
2368,0.6833333333333333
1326,0.6166666666666667
6415,0.6166666666666666
2345,0.6
3481,0.43333333333333335
2449,0.39999999999999997
2382,0.33333333333333337
2303,0.18333333333333335
2327,0.06666666666666667
