,Score
1519,4.0
2376,3.9166666666666665
3231,3.8833333333333333
3443,3.8
3661,3.6999999999999997
2618,3.6333333333333333
2368,3.5500000000000003
2382,3.5166666666666666
2204,3.4666666666666663
2383,3.3666666666666667
3017,3.283333333333333
2610,3.283333333333333
3037,3.2666666666666666
2360,3.233333333333334
2201,3.0333333333333337
2345,2.9333333333333336
2301,2.9
2377,2.8666666666666663
1504,2.75
2324,2.733333333333333
2449,2.6
3044,2.55
2356,2.5166666666666666
2454,2.433333333333333
2330,2.4166666666666665
2408,2.216666666666667
2891,2.216666666666667
3711,2.2
2344,2.1666666666666665
2357,2.1333333333333337
2886,2.0
2308,1.9333333333333333
2884,1.7999999999999998
2317,1.7333333333333334
2882,1.7166666666666668
2881,1.5666666666666669
2353,1.5
2303,1.4500000000000002
2379,1.3499999999999999
3035,1.3333333333333333
2603,1.2166666666666666
3481,1.1666666666666667
1216,1.15
2327,1.0833333333333333
6669,1.0833333333333333
2634,1.05
3034,0.9833333333333334
1303,0.9583333333333334
2609,0.95
1301,0.9166666666666667
2412,0.8333333333333333
2002,0.8083333333333333
2883,0.6666666666666666
1101,0.6166666666666667
3533,0.5
6285,0.35
5871,0.3
1605,0.21666666666666667
6446,0.13333333333333333
6415,0.06666666666666667
