,Score
3443,3.966666666666667
3037,3.9
2454,3.8666666666666663
2368,3.8
2383,3.783333333333333
6415,3.566666666666667
2308,3.55
6669,3.55
2345,3.4833333333333334
3711,3.416666666666667
3661,3.283333333333333
2360,3.2500000000000004
3017,3.2333333333333334
2303,3.2
3044,3.066666666666667
2327,2.966666666666667
2330,2.8999999999999995
3533,2.8333333333333335
2474,2.833333333333333
2376,2.7333333333333334
1303,2.7
1326,2.55
3035,2.5333333333333337
6285,2.5166666666666666
2885,2.433333333333333
2379,2.3166666666666664
2301,2.216666666666667
2382,2.066666666666667
2317,2.0500000000000003
2395,2.05
3231,1.9333333333333333
1301,1.7666666666666668
6239,1.7333333333333334
2883,1.6500000000000001
2377,1.6333333333333333
2404,1.6333333333333333
5871,1.583333333333333
2356,1.5666666666666669
3034,1.4
2408,1.3833333333333333
3706,1.3333333333333333
4938,1.3166666666666667
2882,1.3166666666666664
2357,1.1833333333333333
2886,1.15
2412,1.0666666666666667
2344,0.9333333333333332
3045,0.8999999999999999
2887,0.8500000000000001
2449,0.7666666666666667
2891,0.6333333333333333
2881,0.6166666666666666
1519,0.5666666666666667
2884,0.55
2603,0.5
2324,0.43333333333333335
3036,0.36666666666666664
3481,0.30000000000000004
6446,0.2
6770,0.11666666666666667
