Ticker,Entry_Date,Exit_Date,Entry_Price,Exit_Price,Return_Pct,Reason,Days_Held,TP_Price,SL_Price
2353,2023-05-04,2023-05-05,26.86,25.45,-0.0588,🔴 停損,1,28.73,25.45
6669,2023-05-03,2023-05-10,1107.82,957.59,-0.1415,🔴 停損,5,1308.13,957.59
2382,2023-05-03,2023-05-12,82.43,89.56,0.079,🟢 停利,7,89.56,77.09
1101,2023-05-04,2023-05-15,36.41,34.29,-0.0647,🔴 停損,7,39.24,34.29
1519,2023-05-03,2023-05-19,80.36,98.6,0.2186,🟢 停利,12,98.6,66.67
1504,2023-05-04,2023-05-19,40.97,46.09,0.1171,🟢 停利,11,46.09,37.14
2204,2023-05-03,2023-05-24,67.59,76.03,0.1172,🟢 停利,15,76.03,61.26
3231,2023-05-03,2023-05-25,45.62,55.06,0.1986,🟢 停利,16,52.65,40.35
3017,2023-05-03,2023-05-25,159.74,192.46,0.1966,🟢 停利,16,186.72,139.5
3037,2023-05-10,2023-05-25,147.39,166.19,0.1198,🟢 停利,11,166.19,133.29
2382,2023-05-15,2023-05-25,94.37,104.17,0.0963,🟢 停利,8,104.17,87.02
2324,2023-05-12,2023-05-26,23.26,24.75,0.0566,🟢 停利,10,24.75,22.15
2376,2023-05-19,2023-05-26,150.37,169.57,0.12,🟢 停利,5,168.06,137.1
1519,2023-05-19,2023-05-29,95.95,116.45,0.2053,🟢 停利,6,116.45,80.58
2634,2023-05-03,2023-05-31,54.12,51.2,-0.0604,⚪ 時間到期,20,64.16,46.59
2353,2023-05-05,2023-06-02,26.42,28.36,0.0663,🟢 停利,20,28.36,24.96
3443,2023-05-25,2023-06-02,1301.92,1532.17,0.1688,🟢 停利,6,1519.5,1138.74
2376,2023-05-26,2023-06-02,169.74,191.31,0.1193,🟢 停利,5,191.31,153.57
3231,2023-05-26,2023-06-02,57.7,66.51,0.1448,🟢 停利,5,66.51,51.09
1519,2023-05-29,2023-06-05,109.54,133.6,0.2113,🟢 停利,5,133.6,91.5
