,Score
2327,4.0
3149,3.933333333333333
6239,3.8166666666666664
3481,3.8
2881,3.683333333333333
2882,3.5500000000000003
2353,3.5166666666666666
2883,3.4833333333333334
2454,3.366666666666667
2887,3.2666666666666666
2356,3.2333333333333334
2891,3.216666666666667
6446,3.166666666666667
4938,3.1666666666666665
2344,3.15
2303,3.133333333333333
2324,2.916666666666667
2357,2.8833333333333333
2377,2.8499999999999996
2379,2.8
2404,2.6833333333333336
2885,2.55
2382,2.4333333333333336
1303,2.35
3231,2.1333333333333333
2383,2.05
2603,2.0166666666666666
2618,2.0166666666666666
2317,2.0000000000000004
2376,1.9833333333333334
6285,1.9166666666666665
2474,1.8833333333333333
2408,1.8666666666666665
3706,1.8166666666666669
2412,1.7666666666666666
2301,1.6833333333333336
2395,1.65
2308,1.5666666666666669
2609,1.55
3711,1.4833333333333334
6770,1.4166666666666667
3034,1.4
2330,1.3
6415,1.2999999999999998
3037,1.2666666666666666
1605,1.05
3044,1.0333333333333334
2360,1.0
2368,0.9833333333333333
6669,0.75
1504,0.7166666666666668
2449,0.55
3017,0.5166666666666666
3035,0.5
2345,0.38333333333333336
1519,0.33333333333333337
3036,0.3333333333333333
3443,0.3333333333333333
3661,0.2833333333333333
3533,0.21666666666666667
