,Score
1303,3.966666666666667
2327,3.9499999999999997
6446,3.8499999999999996
2887,3.6999999999999997
2379,3.6666666666666665
3481,3.6333333333333333
2883,3.533333333333333
2344,3.5166666666666666
2408,3.3833333333333333
2890,3.3666666666666667
2618,3.25
2881,3.166666666666667
2303,3.15
3711,3.1333333333333337
2882,3.016666666666667
2891,2.9833333333333334
2404,2.8499999999999996
6116,2.7333333333333334
2885,2.716666666666667
1301,2.583333333333333
2377,2.5666666666666664
3034,2.55
2383,2.5333333333333337
2449,2.4166666666666665
3037,2.3666666666666667
3443,2.35
2884,2.3499999999999996
1326,2.15
6415,2.15
3035,2.0833333333333335
2330,2.0333333333333337
2454,1.9
2345,1.8666666666666667
2382,1.85
6239,1.7833333333333332
2301,1.7166666666666668
1605,1.65
6770,1.6333333333333333
4938,1.6166666666666667
2474,1.4000000000000001
3706,1.4000000000000001
1504,1.2833333333333332
3231,1.1833333333333333
2376,1.1333333333333333
2356,1.0499999999999998
2353,1.0166666666666668
3017,0.9833333333333334
2368,0.9666666666666666
2324,0.8666666666666666
1519,0.8
2603,0.75
6669,0.6333333333333333
2317,0.5833333333333333
3661,0.5666666666666667
2357,0.4666666666666667
2360,0.41666666666666674
6285,0.35
2308,0.23333333333333334
3533,0.11666666666666667
3036,0.08333333333333334
