,Score
1303,3.95
2327,3.9499999999999997
3481,3.8833333333333333
2408,3.7499999999999996
2344,3.7166666666666663
6116,3.6833333333333336
2303,3.6166666666666667
2379,3.466666666666667
2883,3.466666666666667
6446,3.3333333333333335
2882,3.3
2887,3.2333333333333334
2881,3.216666666666667
6770,3.05
2618,3.0166666666666666
2891,2.8666666666666667
1301,2.7333333333333334
3035,2.6833333333333336
2885,2.683333333333333
2324,2.583333333333333
2382,2.533333333333333
3034,2.4833333333333334
2353,2.4166666666666665
3711,2.316666666666667
2357,2.3
2884,2.3
2356,2.2
2377,2.1
2383,2.0999999999999996
3231,2.0166666666666666
2454,1.9833333333333334
2474,1.95
4938,1.8833333333333335
2330,1.7999999999999998
3044,1.7833333333333334
1605,1.7666666666666668
6239,1.65
2404,1.6166666666666665
1504,1.5833333333333333
2376,1.5666666666666669
6415,1.5333333333333332
2449,1.3
2609,1.2666666666666666
2317,1.2333333333333334
3706,1.2166666666666668
3443,1.1
3661,0.9166666666666667
1519,0.8666666666666667
2301,0.85
3017,0.7833333333333334
2345,0.75
2603,0.75
3037,0.7166666666666667
6669,0.55
2368,0.44999999999999996
2360,0.43333333333333335
2308,0.2833333333333333
6285,0.21666666666666667
3533,0.16666666666666669
3036,0.08333333333333334
