Date,Equity
2023-07-27,979091.4430230989
2023-07-28,1001079.3411619687
2023-07-31,956012.2909475369
2023-08-01,932619.7649626911
2023-08-02,873835.6431162455
2023-08-04,884179.6757184437
2023-08-07,929553.9022331749
2023-08-08,928149.4379979897
2023-08-09,925001.7804675857
2023-08-10,881871.6580019987
2023-08-11,894014.5396399875
2023-08-14,876906.5366436595
2023-08-15,907826.1684012567
2023-08-16,938634.7811383916
2023-08-17,953920.6128856651
2023-08-18,920907.1350035903
2023-08-21,921646.5782920986
2023-08-22,941593.5639241057
2023-08-23,950368.6638087182
2023-08-24,954552.4080869206
2023-08-25,925168.595730748
2023-08-28,914521.0212407422
2023-08-29,916483.9301077428
2023-08-30,919998.383304009
2023-08-31,919675.1974434103
2023-09-01,916113.818989233
2023-09-04,918452.1808565344
2023-09-05,917882.535740419
2023-09-06,921706.0238163238
2023-09-07,919836.5364402458
2023-09-08,919404.3021872249
2023-09-11,914565.6755156252
2023-09-12,917493.0026599382
2023-09-13,917645.55936994
2023-09-14,921242.9661062832
2023-09-15,922969.3613990397
2023-09-18,918773.8684847604
2023-09-19,919079.9452120834
2023-09-20,910568.6495367085
2023-09-21,901216.7269050089
2023-09-22,905654.2312410251
2023-09-25,909011.810358084
2023-09-26,906526.500822395
2023-09-27,907867.7426084266
2023-09-28,908077.0836604277
2023-10-02,908077.3440109803
2023-10-03,906930.1097419618
2023-10-04,906571.6665531597
2023-10-05,907754.0241518792
2023-10-06,907306.0309318975
2023-10-11,907856.6890809662
2023-10-12,909439.80985895
2023-10-13,909149.1426010326
2023-10-16,907120.137112773
2023-10-17,906775.1853894384
2023-10-18,905629.9171507064
2023-10-19,906161.1247663704
2023-10-20,902759.2663443142
2023-10-23,897326.8522559877
2023-10-24,896208.0174217116
2023-10-25,896125.4331293728
2023-10-26,893752.5496057273
2023-10-27,892653.1588086504
2023-10-30,895096.71944194
2023-10-31,889880.9506849406
2023-11-01,890036.4525918941
2023-11-02,892815.7644162856
2023-11-03,893532.1754486889
2023-11-06,901064.0594758526
2023-11-07,918437.113928042
2023-11-08,922150.9712182652
2023-11-09,918042.5855807877
2023-11-10,911949.3301122482
2023-11-13,906818.6977774219
2023-11-14,908021.5370887502
2023-11-15,909202.3211101705
2023-11-16,905470.3576101562
2023-11-17,904011.4323447337
2023-11-20,906394.9214401545
2023-11-21,911247.9198059973
2023-11-22,912599.6450515972
2023-11-23,904616.4935413653
2023-11-24,905994.4121332304
2023-11-27,893015.6205153798
2023-11-28,907303.5023450672
2023-11-29,914750.1001252474
2023-11-30,914862.9944766136
2023-12-01,918647.6037534873
2023-12-04,921024.2043094318
2023-12-05,934225.8959236785
2023-12-06,944448.6749865874
2023-12-07,952344.1928583974
2023-12-08,969709.2232824712
2023-12-11,955430.0212228276
2023-12-12,964771.294130566
2023-12-13,968626.743656447
2023-12-14,973450.8904060228
2023-12-15,965708.5364989333
2023-12-18,963333.9558090364
2023-12-19,952032.8714018742
2023-12-20,948145.0330119984
2023-12-21,938836.0114226807
2023-12-22,944740.9724427987
2023-12-25,929678.4867372443
2023-12-26,943159.966148117
2023-12-27,950423.3575807671
2023-12-28,948645.1434029967
2023-12-29,943271.8312037969
2024-01-02,947136.2028700142
2024-01-03,941223.826735089
2024-01-04,947543.2043665827
2024-01-05,946409.6142828122
2024-01-08,942570.1728478678
2024-01-09,924304.2913366628
2024-01-10,912777.4608523629
2024-01-11,917641.3026617753
2024-01-12,914212.7168237898
2024-01-15,913128.0571738466
2024-01-16,918473.5302447983
2024-01-17,911750.8680799387
2024-01-18,913591.2212705543
2024-01-19,918681.0117681959
2024-01-22,932581.6733044571
2024-01-23,940405.7559015627
2024-01-24,936300.2118437643
2024-01-25,936142.9277885141
2024-01-26,928624.2444717438
2024-01-29,937630.0747448076
2024-01-30,945834.9123800066
2024-01-31,941990.2796173308
2024-02-01,972684.8469921192
2024-02-02,992745.6768895006
2024-02-05,1002168.8737365596
2024-02-15,1043724.0345516343
2024-02-16,1023911.8899099192
2024-02-19,1004982.7132232581
2024-02-20,997903.8844664255
2024-02-21,990677.5194921667
2024-02-22,1000083.5417805545
2024-02-23,998497.8780184104
2024-02-26,1001572.2218111283
2024-02-27,982258.033680793
2024-02-29,1006658.6794570251
2024-03-01,1020841.840543971
2024-03-04,1033088.964339631
2024-03-05,1058478.3818825674
2024-03-06,1082492.0168988865
2024-03-07,1069684.953087154
2024-03-08,1047346.4621735339
2024-03-11,1055877.808611219
2024-03-12,1069414.945277753
2024-03-13,1060141.997719794
2024-03-14,1025520.3107123752
2024-03-15,1015328.2154151045
2024-03-18,1046411.9375798228
2024-03-19,1050984.0942468222
2024-03-20,1046580.0165629255
2024-03-21,1054203.5592056029
2024-03-22,1046256.2840488985
2024-03-25,1049025.7706119127
2024-03-26,1028555.7377918565
2024-03-27,1032306.0131930147
2024-03-28,1038184.4432766893
2024-03-29,1040452.886784229
2024-04-01,1033848.8292852975
2024-04-02,1060403.0323508265
2024-04-03,1062980.8759288355
2024-04-08,1059240.3609188772
2024-04-09,1076225.9524125552
2024-04-10,1068522.3917279122
2024-04-11,1062237.5143382624
2024-04-12,1081379.6866757814
2024-04-15,1048296.9600489953
2024-04-16,1009346.9107209876
2024-04-17,1046344.7476127275
2024-04-18,1062735.5002415264
2024-04-19,1023352.6974729666
2024-04-22,986553.3578732546
2024-04-23,991149.3283675081
2024-04-24,1027264.7841560051
2024-04-25,1017769.2675929654
