,Score
3443,4.0
2454,3.933333333333333
2383,3.7666666666666666
2303,3.766666666666666
3661,3.75
2345,3.6833333333333336
3037,3.5999999999999996
2368,3.5833333333333335
6415,3.4000000000000004
3711,3.3833333333333333
2308,3.3666666666666667
2327,3.2333333333333334
2360,3.2
6669,3.083333333333334
3044,3.0833333333333335
3533,2.966666666666667
2301,2.95
2395,2.8666666666666663
2408,2.8166666666666664
2376,2.7666666666666666
2317,2.6333333333333333
2449,2.5
2885,2.4666666666666663
6285,2.45
2330,2.4
3035,2.3833333333333333
2344,2.3000000000000003
3034,2.166666666666667
2356,2.1500000000000004
3481,2.1
2357,2.066666666666667
2382,1.9333333333333331
1605,1.7833333333333332
3231,1.7666666666666668
3017,1.5833333333333335
3706,1.5666666666666669
6770,1.4833333333333334
2377,1.4833333333333332
1326,1.4666666666666668
2404,1.4166666666666667
6239,1.2833333333333332
2882,1.1833333333333331
2379,1.15
1303,1.15
4938,1.0833333333333335
2474,1.05
1519,0.9833333333333333
2883,0.9666666666666667
2881,0.95
2603,0.8666666666666667
2324,0.6166666666666666
1301,0.6
2891,0.5
6446,0.45
2412,0.44999999999999996
2886,0.41666666666666674
3045,0.3833333333333333
3036,0.26666666666666666
2887,0.18333333333333335
2884,0.16666666666666669
