Date,Equity
2023-07-13,1001200.6792375935
2023-07-14,1020943.7107076375
2023-07-17,1033608.1600626654
2023-07-18,1027314.9224576704
2023-07-19,1010944.8131352536
2023-07-20,1036155.2700666516
2023-07-21,1079054.8065507298
2023-07-24,1101455.3378930588
2023-07-25,1083196.2441129994
2023-07-26,1077093.2357146814
2023-07-27,1077936.388021177
2023-07-28,1098144.1611858977
2023-07-31,1080624.6204490997
2023-08-01,1064184.6185247225
2023-08-02,977190.5674942092
2023-08-04,982810.7956807839
2023-08-07,1039815.9377386069
2023-08-08,1033827.7017041631
2023-08-09,1031198.9582036681
2023-08-10,975234.0748668473
2023-08-11,992219.8564279901
2023-08-14,975302.9123300907
2023-08-15,1021331.7389270597
2023-08-16,1061565.543233044
2023-08-17,1094341.8206465552
2023-08-18,1052521.8930877887
2023-08-21,1074690.185332102
2023-08-22,1085240.7743226448
2023-08-23,1097638.8364081588
2023-08-24,1102216.109771101
2023-08-25,1072096.3141258168
2023-08-28,1056840.6721802906
2023-08-29,1058600.3188206553
2023-08-30,1060773.3628398776
2023-08-31,1064114.1390605457
2023-09-01,1056447.3782270532
2023-09-04,1059529.9576879242
2023-09-05,1058793.7168874447
2023-09-06,1064354.351233596
2023-09-07,1061879.413861362
2023-09-08,1058463.9917260578
2023-09-11,1049309.2733816374
2023-09-12,1050006.3967035604
2023-09-13,1050650.9256051192
2023-09-14,1053569.275108209
2023-09-15,1054184.935031887
2023-09-18,1048501.5758965168
2023-09-19,1046402.6155217992
2023-09-20,1037255.0647373489
2023-09-21,1026838.5135160687
2023-09-22,1033205.2031746089
2023-09-25,1040536.8950036011
2023-09-26,1035502.5094730755
2023-09-27,1041446.7163748461
2023-09-28,1041185.6785357922
2023-10-02,1039909.7674653237
2023-10-03,1040006.5989596066
2023-10-04,1039779.2414493302
2023-10-05,1041141.9634071618
2023-10-06,1041079.2674554104
2023-10-11,1040843.0488695051
2023-10-12,1044611.5143092956
2023-10-13,1045150.1350047027
2023-10-16,1042265.1128305488
2023-10-17,1038001.9086813153
2023-10-18,1030127.6965312827
2023-10-19,1029944.1918239604
2023-10-20,1026446.6234992226
2023-10-23,1018609.7243863011
2023-10-24,1016419.1966580543
2023-10-25,1016853.894676269
2023-10-26,1014322.3386803798
2023-10-27,1013608.6732306079
2023-10-30,1017034.8709351481
2023-10-31,1012010.8448836363
2023-11-01,1012896.1334893877
2023-11-02,1016713.6708664431
2023-11-03,1017350.8649433234
2023-11-06,1028451.8218106502
2023-11-07,1048260.1489639664
2023-11-08,1053425.248971586
2023-11-09,1049322.1697482057
2023-11-10,1035861.5029264627
2023-11-13,1029025.6449139509
2023-11-14,1032450.8266563641
2023-11-15,1037481.3268096595
2023-11-16,1037927.435170037
2023-11-17,1037890.038024774
2023-11-20,1037192.8745137727
2023-11-21,1040965.4022619008
2023-11-22,1039230.0556229784
2023-11-23,1029740.13956479
2023-11-24,1028877.320773884
2023-11-27,1017321.1106572686
2023-11-28,1034147.5851957749
