,Score
2327,4.0
3481,3.883333333333333
6116,3.8666666666666667
2303,3.833333333333333
6239,3.7166666666666663
2344,3.6
2454,3.5999999999999996
6770,3.5333333333333337
2356,3.4166666666666665
2408,3.3833333333333333
3149,3.3166666666666664
6285,3.25
6415,3.15
2301,3.033333333333333
6446,3.016666666666667
3036,2.8833333333333337
2376,2.8833333333333333
2395,2.8
2377,2.766666666666666
3711,2.6666666666666665
2317,2.6666666666666665
2357,2.5833333333333335
3037,2.4833333333333334
1605,2.3833333333333337
2324,2.35
3035,2.333333333333333
2881,2.216666666666667
2360,2.2
2404,2.0833333333333335
6669,2.0166666666666666
3044,1.95
2383,1.9000000000000001
2308,1.9000000000000001
1504,1.8833333333333335
3034,1.7666666666666666
3231,1.75
2885,1.7
3443,1.6333333333333333
2891,1.55
2882,1.3833333333333333
2330,1.3499999999999999
1303,1.2999999999999998
2345,1.1166666666666667
2449,1.0666666666666667
3706,1.0666666666666667
3661,1.0666666666666667
2382,0.9833333333333334
2379,0.95
2618,0.8333333333333333
3533,0.8166666666666667
2883,0.65
2603,0.6499999999999999
2412,0.4666666666666667
2368,0.43333333333333335
3045,0.4333333333333333
3017,0.36666666666666664
1519,0.35000000000000003
2474,0.31666666666666665
2887,0.2833333333333333
2892,0.16666666666666669
