,Score
2327,4.0
6116,3.933333333333333
3481,3.8666666666666667
2303,3.783333333333333
2356,3.6666666666666665
2344,3.65
6239,3.6
2454,3.5
6770,3.45
2408,3.4333333333333336
3149,3.3666666666666667
2377,3.1833333333333336
6446,3.1833333333333336
6415,3.1833333333333336
2357,3.066666666666667
2376,3.0166666666666666
6285,2.9499999999999997
2324,2.783333333333333
2301,2.7166666666666663
2395,2.65
2317,2.5333333333333337
3036,2.433333333333333
3231,2.333333333333333
1605,2.333333333333333
3035,2.316666666666667
1303,2.2666666666666666
3037,2.166666666666667
2881,2.1166666666666667
2404,2.0
3711,1.95
3034,1.9166666666666667
2382,1.9
2891,1.766666666666667
3661,1.7500000000000002
2882,1.7333333333333334
2360,1.7333333333333332
6669,1.6500000000000001
2379,1.65
1504,1.6
2308,1.45
2383,1.3666666666666667
3044,1.3499999999999999
2885,1.2833333333333332
3706,1.2833333333333332
2618,1.15
2603,0.9333333333333333
2474,0.9166666666666666
3443,0.8666666666666667
2345,0.8333333333333333
2883,0.7666666666666667
2330,0.7
3533,0.6666666666666667
2887,0.6500000000000001
2412,0.6333333333333333
3017,0.5666666666666667
3045,0.5166666666666666
2368,0.2833333333333333
2892,0.26666666666666666
2449,0.25
1519,0.13333333333333333
