,Score
3231,3.9333333333333336
3017,3.8666666666666663
6669,3.8499999999999996
2395,3.716666666666667
2357,3.683333333333333
2301,3.6666666666666665
6505,3.466666666666667
2884,3.2666666666666666
2317,3.25
3037,3.2333333333333334
2618,3.216666666666667
2634,3.1333333333333333
2886,3.1
2377,2.983333333333333
3036,2.9499999999999997
2408,2.9499999999999997
2892,2.833333333333333
4904,2.7333333333333334
2376,2.716666666666667
3034,2.6500000000000004
2360,2.566666666666667
2883,2.45
2603,2.45
6446,2.4
2324,2.3
2412,2.2
2881,2.2
3443,2.1999999999999997
2885,2.1666666666666665
1303,2.1333333333333333
2882,2.1
2890,2.033333333333333
1301,1.9833333333333334
3045,1.9833333333333334
3533,1.9833333333333332
2383,1.8833333333333333
2887,1.85
2404,1.5666666666666669
2454,1.5166666666666666
2345,1.4833333333333332
2344,1.4166666666666665
2356,1.3833333333333333
2330,1.383333333333333
1326,1.3666666666666667
2891,1.1666666666666667
2379,1.1166666666666667
1216,1.1166666666666667
6285,0.9166666666666666
6770,0.8833333333333333
3711,0.7
2368,0.6666666666666667
2308,0.6
3661,0.5166666666666667
6239,0.4833333333333333
2382,0.35
6415,0.33333333333333337
2449,0.3333333333333333
3481,0.30000000000000004
2303,0.25
2327,0.06666666666666667
