Date,Equity
2023-08-02,950017.5972386922
2023-08-04,953354.2894501949
2023-08-07,1002265.2539692197
2023-08-08,1002388.2062285813
2023-08-09,997642.4054542084
2023-08-10,953770.9411281382
2023-08-11,964532.4673196182
2023-08-14,948307.3488659828
2023-08-15,981705.6440353888
2023-08-16,1019027.2254591174
2023-08-17,1039619.2910760376
2023-08-18,1007009.8745624357
2023-08-21,1019285.4881133703
2023-08-22,1038311.7988209695
2023-08-23,1055570.6922732687
2023-08-24,1058477.068193088
2023-08-25,1025021.1024862892
2023-08-28,1010558.949799885
2023-08-29,1016276.1879285375
2023-08-30,1020673.5539070239
2023-08-31,1031991.6632113352
2023-09-01,1021244.3338497684
2023-09-04,1025432.0106104164
2023-09-05,1026863.3329886157
2023-09-06,1034321.16220614
2023-09-07,1032727.3238478048
2023-09-08,1031482.2393922005
2023-09-11,1024475.3013932012
2023-09-12,1025827.2287178887
2023-09-13,1027679.6269781385
2023-09-14,1033634.799134562
2023-09-15,1033397.5407917026
2023-09-18,1029332.7404469297
2023-09-19,1027245.5137193783
2023-09-20,1017652.1719708624
2023-09-21,1005910.2865602298
2023-09-22,1012872.624244046
2023-09-25,1019771.5418527834
2023-09-26,1014804.527098798
2023-09-27,1017890.0375943003
2023-09-28,1018625.6919290947
2023-10-02,1018587.5753004136
2023-10-03,1018186.8595249036
2023-10-04,1017997.3540357827
2023-10-05,1019214.8512966097
2023-10-06,1019437.5967242555
2023-10-11,1019795.7755874067
2023-10-12,1021445.0653166925
2023-10-13,1021194.568014178
2023-10-16,1018990.1312850309
2023-10-17,1018235.2933243419
2023-10-18,1015862.3313001083
2023-10-19,1017193.5958035263
2023-10-20,1013437.6477084336
2023-10-23,1007013.9765014828
2023-10-24,1005854.3873942201
2023-10-25,1005644.2507512146
2023-10-26,1002846.1420350554
2023-10-27,1001746.6764127517
2023-10-30,1004432.3785437949
2023-10-31,998094.9854518721
2023-11-01,998324.3624402904
2023-11-02,1001251.2862020779
2023-11-03,1002234.0284598712
2023-11-06,1010673.0170658772
2023-11-07,1030060.1679360484
2023-11-08,1036041.0754437593
2023-11-09,1032298.637507001
2023-11-10,1017973.6808283473
2023-11-13,1012020.1982235409
2023-11-14,1013132.6870748082
2023-11-15,1018078.3156028317
2023-11-16,1014650.2015537522
2023-11-17,1013436.8958960272
2023-11-20,1015384.096007465
2023-11-21,1019585.1344297213
2023-11-22,1017559.8320853215
2023-11-23,1012101.4814927606
2023-11-24,1015510.6491277119
2023-11-27,1008109.3009786857
2023-11-28,1015837.7774192499
2023-11-29,1024874.5240633028
2023-11-30,1021726.3687466509
2023-12-01,1024981.7643045323
2023-12-04,1033057.7810088593
2023-12-05,1048229.9043205766
2023-12-06,1041341.694029931
2023-12-07,1043112.7541239553
2023-12-08,1061755.3698858714
2023-12-11,1049737.1919524625
2023-12-12,1059448.9031955246
2023-12-13,1059651.764671088
2023-12-14,1068954.9901959412
2023-12-15,1063820.0168487981
2023-12-18,1060505.7576898988
2023-12-19,1052091.211612211
2023-12-20,1046200.1846491791
2023-12-21,1040593.8172381573
2023-12-22,1045461.279900216
2023-12-25,1041308.6334049258
2023-12-26,1051165.7826282792
2023-12-27,1060829.4630184642
2023-12-28,1064034.9917383892
