,Score
2454,4.0
3443,3.933333333333333
3661,3.833333333333333
2303,3.7499999999999996
2383,3.716666666666667
6415,3.6333333333333333
2345,3.5666666666666664
6669,3.45
2395,3.433333333333333
2327,3.416666666666667
2308,3.3666666666666667
3037,3.25
3711,3.2
2301,3.033333333333333
2408,2.9333333333333336
2376,2.933333333333333
3044,2.9166666666666665
3034,2.8166666666666664
2360,2.8000000000000003
2368,2.783333333333333
2317,2.716666666666667
2885,2.55
3533,2.466666666666667
2330,2.4166666666666665
1504,2.3
2379,2.283333333333333
3035,2.2
2357,2.1333333333333337
2344,2.066666666666667
6446,2.0
2356,1.9166666666666665
6285,1.85
3017,1.6999999999999997
3231,1.6833333333333333
2449,1.6666666666666665
2404,1.6333333333333333
6770,1.6
3706,1.5333333333333334
3481,1.5
2881,1.4166666666666665
2382,1.4166666666666665
2377,1.3833333333333333
1519,1.35
2883,1.25
3036,1.2333333333333334
2882,1.2
4938,0.9166666666666667
2324,0.8666666666666667
1605,0.8333333333333334
2474,0.8
1303,0.7166666666666667
6239,0.7
2603,0.6833333333333333
2891,0.6000000000000001
1326,0.5166666666666666
1301,0.3333333333333333
2412,0.31666666666666665
3045,0.2833333333333333
2884,0.13333333333333333
2887,0.06666666666666667
