,Score
3231,4.0
6669,3.883333333333333
2395,3.7166666666666663
2357,3.6666666666666665
6505,3.6333333333333333
2884,3.6333333333333333
2886,3.6
2887,3.533333333333333
2892,3.45
2882,3.316666666666667
2881,3.25
2618,3.216666666666667
2883,3.1333333333333333
2890,3.1166666666666663
2603,3.1
4904,2.8833333333333333
2634,2.85
2885,2.833333333333333
2301,2.833333333333333
2317,2.7500000000000004
3034,2.5999999999999996
2412,2.5666666666666664
2377,2.5166666666666666
2324,2.4833333333333334
2356,2.2666666666666666
2376,2.183333333333333
3017,2.166666666666667
3045,2.1666666666666665
1216,2.0500000000000003
2408,2.05
2330,2.033333333333333
2891,1.8833333333333333
1303,1.8666666666666667
2454,1.8666666666666667
6446,1.7999999999999998
3037,1.6500000000000001
3533,1.65
2379,1.6166666666666667
6285,1.4666666666666668
3036,1.45
2383,1.4499999999999997
3711,1.4333333333333333
1301,1.35
3443,1.333333333333333
2360,1.2333333333333334
1326,1.15
2345,1.0833333333333333
2404,1.0166666666666666
2382,0.8166666666666668
2344,0.6833333333333333
2308,0.6
3661,0.5166666666666666
2303,0.5
6770,0.48333333333333334
6239,0.3666666666666667
2449,0.33333333333333337
2368,0.33333333333333337
3481,0.26666666666666666
6415,0.25
2327,0.06666666666666667
