Date,Equity
2023-07-06,1004478.0474742943
2023-07-07,998505.2037030353
2023-07-10,1014307.1515909948
2023-07-11,1058405.745937216
2023-07-12,1089415.38469108
2023-07-13,1113966.9440043943
2023-07-14,1140329.4554759415
2023-07-17,1150415.1688274443
2023-07-18,1146178.2957088556
2023-07-19,1130947.2603123202
2023-07-20,1159863.7359639714
2023-07-21,1208018.4308070284
2023-07-24,1234903.4385664435
2023-07-25,1227901.179496706
2023-07-26,1230062.202717768
2023-07-27,1235663.9930238347
2023-07-28,1266351.6992845957
2023-07-31,1238754.6701199086
2023-08-01,1225035.8606223648
2023-08-02,1153174.939995706
2023-08-04,1152610.6411928462
2023-08-07,1197520.8754034834
2023-08-08,1195000.5579173628
2023-08-09,1194926.4894040083
2023-08-10,1144269.6185880043
2023-08-11,1159240.1692629915
2023-08-14,1141955.7984936323
2023-08-15,1184406.9403401872
2023-08-16,1216790.012912783
2023-08-17,1244853.2007394012
2023-08-18,1212352.5801790596
2023-08-21,1231260.2810323087
2023-08-22,1245608.8899920902
2023-08-23,1261017.31666857
2023-08-24,1268473.2349719307
2023-08-25,1242734.6572328494
2023-08-28,1230395.1892792005
2023-08-29,1230010.78818393
2023-08-30,1230893.0954609772
2023-08-31,1231604.6605708802
2023-09-01,1222250.3349123246
2023-09-04,1224137.8291263948
2023-09-05,1224388.709346223
2023-09-06,1231107.4024898263
2023-09-07,1230408.751255364
2023-09-08,1225374.7515018012
2023-09-11,1219384.2310759423
2023-09-12,1219107.0522075326
2023-09-13,1222980.6976602622
2023-09-14,1227678.1159902227
2023-09-15,1226865.8835998375
2023-09-18,1224531.1484406772
2023-09-19,1223644.3563506957
2023-09-20,1213699.6135601657
2023-09-21,1201156.4278952896
2023-09-22,1204716.7589554372
2023-09-25,1209875.6871980017
2023-09-26,1205916.8042185141
2023-09-27,1208610.5487892947
2023-09-28,1209813.2716130107
2023-10-02,1208326.7660674837
2023-10-03,1207994.3540749562
2023-10-04,1207799.6800831729
2023-10-05,1210192.4104764254
2023-10-06,1209464.058875861
2023-10-11,1209641.0514635183
2023-10-12,1210752.0668483926
2023-10-13,1214026.183912544
2023-10-16,1210539.7616462472
2023-10-17,1203557.8914443953
2023-10-18,1185339.150837548
2023-10-19,1190147.600984354
2023-10-20,1190099.1595741822
2023-10-23,1177330.8308401844
2023-10-24,1177417.9888463367
2023-10-25,1175759.1255926585
2023-10-26,1168455.583980206
2023-10-27,1169599.5687562737
2023-10-30,1173253.9070164273
2023-10-31,1165716.0990101495
2023-11-01,1166365.363306696
2023-11-02,1175205.6871452162
2023-11-03,1181997.5331576208
2023-11-06,1194826.8050194941
2023-11-07,1220029.6586849904
2023-11-08,1226075.0805599736
2023-11-09,1220421.2002770458
2023-11-10,1203770.199663828
2023-11-13,1199681.7858268288
2023-11-14,1201375.572595071
2023-11-15,1194840.1773157236
2023-11-16,1194232.2539666062
2023-11-17,1204900.7938699473
2023-11-20,1204481.2873064375
2023-11-21,1207107.3684177157
2023-11-22,1201814.3184728855
2023-11-23,1189815.122294926
2023-11-24,1183947.6495740504
2023-11-27,1167031.3389135508
2023-11-28,1188409.245889704
2023-11-29,1198964.8895413615
2023-11-30,1200738.014758897
2023-12-01,1203373.4813215362
2023-12-04,1207958.171367437
2023-12-05,1227323.3831018521
2023-12-06,1218121.6391826938
2023-12-07,1230242.1914160084
2023-12-08,1246339.2995883685
2023-12-11,1224451.4582301779
2023-12-12,1235826.8486977345
2023-12-13,1235579.4044037808
2023-12-14,1238784.3326531267
2023-12-15,1240346.6631294452
2023-12-18,1229641.8250971278
2023-12-19,1220276.2369363457
2023-12-20,1222999.6866181665
2023-12-21,1221342.9605685277
2023-12-22,1224293.2233486208
2023-12-25,1213352.4170787258
2023-12-26,1228564.4392493062
2023-12-27,1245192.1259007484
2023-12-28,1252564.4346402476
2023-12-29,1246518.804141505
2024-01-02,1247207.2455877012
2024-01-03,1237151.031313863
2024-01-04,1241065.1252348293
2024-01-05,1238271.9802464924
2024-01-08,1233772.630508787
2024-01-09,1208196.2210990402
2024-01-10,1190951.3257009878
2024-01-11,1195437.386984087
2024-01-12,1193350.3634476764
2024-01-15,1190536.0370855753
2024-01-16,1191428.4744734599
2024-01-17,1179929.1172235422
2024-01-18,1189067.4881777032
2024-01-19,1196633.5441461122
2024-01-22,1212719.1710037575
2024-01-23,1224890.8587220612
2024-01-24,1217324.444051181
2024-01-25,1220164.4938127454
2024-01-26,1207883.588710062
2024-01-29,1216948.116554074
2024-01-30,1222835.4622085805
2024-01-31,1211202.7324538957
2024-02-01,1246183.734473614
2024-02-02,1262340.6779937455
2024-02-05,1275749.4389056466
2024-02-15,1319746.0190529989
2024-02-16,1301785.990842776
2024-02-19,1276250.4901686162
2024-02-20,1269026.8604392938
2024-02-21,1259488.2530925714
2024-02-22,1270256.1508235566
2024-02-23,1268923.461117121
2024-02-26,1266514.517844213
2024-02-27,1242847.4481796683
2024-02-29,1273921.518670036
2024-03-01,1293773.2140461153
2024-03-04,1307616.6991322897
2024-03-05,1340446.0369054931
2024-03-06,1370475.144729972
2024-03-07,1355254.0498503007
2024-03-08,1327900.8984224787
2024-03-11,1338929.9021948837
2024-03-12,1360597.12633591
2024-03-13,1355072.9836641862
2024-03-14,1320590.5768361278
2024-03-15,1311144.5016714996
2024-03-18,1343317.838540738
2024-03-19,1346069.7384328141
2024-03-20,1334415.099430719
2024-03-21,1351231.791943462
2024-03-22,1347299.9259565305
2024-03-25,1349969.4248293631
2024-03-26,1322058.8547365738
2024-03-27,1331015.5001311603
2024-03-28,1335066.1146266772
2024-03-29,1339192.2694775395
2024-04-01,1327487.9682660417
2024-04-02,1366855.5378328017
2024-04-03,1370473.5792576075
2024-04-08,1367744.8060150582
2024-04-09,1390087.8343666745
2024-04-10,1376247.8824367975
2024-04-11,1365650.7582611358
2024-04-12,1392506.808740485
2024-04-15,1354203.8683919087
2024-04-16,1304804.053273615
2024-04-17,1352647.861880916
2024-04-18,1372071.8083891587
2024-04-19,1314129.1151980155
2024-04-22,1272153.9425389043
2024-04-23,1278501.9695349503
2024-04-24,1313766.4369717771
2024-04-25,1303676.4922581317
2024-04-26,1316113.6977050179
2024-04-29,1316834.9748429444
2024-04-30,1315862.2000920486
2024-05-02,1309996.185332734
2024-05-03,1315552.9479678916
2024-05-06,1318677.351023875
2024-05-07,1321112.0458727044
2024-05-08,1315047.1485204073
2024-05-09,1308803.70392165
2024-05-10,1314959.5452785026
2024-05-13,1313635.8808781945
2024-05-14,1315161.4885394762
2024-05-15,1335339.1771212271
2024-05-16,1356298.36710064
2024-05-17,1341135.830928884
2024-05-20,1336859.5604426872
2024-05-21,1322504.1822816015
2024-05-22,1328610.0677036203
2024-05-23,1333020.389348962
2024-05-24,1355724.202334745
2024-05-27,1382351.1694505676
2024-05-28,1398339.296005646
2024-05-29,1378044.2089132802
2024-05-30,1370065.1684367734
2024-05-31,1331899.8648945221
2024-06-03,1354261.0527078274
2024-06-04,1342341.995855211
2024-06-05,1370448.4266380891
2024-06-06,1383273.1144940522
2024-06-07,1395862.955844711
2024-06-11,1358004.8547665603
2024-06-12,1346628.3560579931
2024-06-13,1368765.5267583516
2024-06-14,1402954.4917998204
2024-06-17,1395242.4798027787
2024-06-18,1404719.2691520376
