,Score
2327,4.0
6116,3.933333333333333
3481,3.8666666666666667
2344,3.7499999999999996
3149,3.7166666666666663
2303,3.6333333333333337
2356,3.6333333333333333
2408,3.5166666666666666
2357,3.4333333333333336
2377,3.333333333333333
6239,3.2500000000000004
2353,3.25
2454,3.25
6770,3.2333333333333334
2324,3.1166666666666667
2376,3.0
6415,2.8166666666666664
3231,2.8166666666666664
6446,2.8
6285,2.6333333333333337
2301,2.5999999999999996
2395,2.55
3036,2.533333333333333
2317,2.5166666666666666
2382,2.3333333333333335
1605,2.2166666666666663
2881,2.1333333333333333
1303,2.1333333333333333
2379,2.1
3034,1.9500000000000002
2891,1.8500000000000003
3035,1.85
3711,1.8166666666666669
2474,1.7666666666666666
6669,1.7666666666666666
2882,1.6333333333333333
2404,1.6333333333333333
3037,1.45
3661,1.4166666666666665
2308,1.4166666666666665
3706,1.4000000000000001
2360,1.2833333333333334
2603,1.2499999999999998
1504,1.1833333333333333
2887,1.05
2618,0.9833333333333333
2885,0.9666666666666666
2383,0.8833333333333333
2330,0.8166666666666668
3044,0.8166666666666667
2883,0.7833333333333333
3533,0.7166666666666666
3443,0.65
2345,0.5833333333333333
3045,0.5166666666666666
3017,0.5
2412,0.45
1519,0.21666666666666667
2368,0.16666666666666669
2449,0.13333333333333333
