,Score
3037,3.9833333333333334
2383,3.9499999999999997
3443,3.8499999999999996
2368,3.8166666666666664
6415,3.6666666666666665
2454,3.65
6669,3.5
3711,3.4833333333333334
3044,3.3833333333333333
2308,3.3666666666666667
2345,3.3333333333333335
3661,3.3166666666666664
3017,3.283333333333333
2303,3.083333333333334
3035,3.016666666666667
2330,3.0
3533,2.9999999999999996
2376,2.8833333333333333
6285,2.8666666666666663
2360,2.7666666666666666
2474,2.75
1303,2.533333333333333
2327,2.45
2379,2.433333333333333
2382,2.35
1326,2.3000000000000003
2317,2.3000000000000003
3231,2.216666666666667
2885,2.166666666666667
2301,2.033333333333333
2395,1.9833333333333334
2356,1.8666666666666667
5871,1.8
3034,1.7333333333333334
2404,1.6666666666666667
4938,1.6666666666666665
6239,1.65
1301,1.6
2882,1.4333333333333336
2357,1.4166666666666665
3706,1.4
3045,1.3833333333333333
2412,1.2666666666666666
2886,1.1833333333333333
2884,1.0
2891,1.0
2408,0.8333333333333334
2324,0.7999999999999999
2881,0.7833333333333334
1519,0.7833333333333333
2887,0.7166666666666667
2603,0.6166666666666667
2449,0.6166666666666666
2344,0.45
3481,0.41666666666666674
3036,0.33333333333333337
2002,0.30000000000000004
1605,0.2833333333333333
6446,0.21666666666666667
6770,0.06666666666666667
