,Score
1303,4.0
3481,3.9166666666666665
6446,3.8833333333333333
2303,3.7499999999999996
2408,3.6333333333333333
2379,3.6166666666666667
2887,3.5999999999999996
1326,3.55
3711,3.416666666666667
6116,3.2500000000000004
2890,3.25
2344,3.1833333333333336
3035,3.1666666666666665
1301,3.0833333333333335
2327,3.083333333333333
3034,2.9333333333333336
2883,2.9166666666666665
2618,2.8
2377,2.783333333333333
2885,2.666666666666667
2449,2.6
6770,2.5666666666666664
2886,2.433333333333333
2884,2.416666666666667
2356,2.2333333333333334
2881,2.216666666666667
2383,2.216666666666667
2330,2.2
6239,2.2
2404,2.0833333333333335
3443,2.05
6415,1.9833333333333334
2891,1.95
2882,1.7666666666666666
2345,1.75
3706,1.6666666666666667
6669,1.6333333333333335
2301,1.5500000000000003
3661,1.5166666666666668
2324,1.5
2382,1.4
2376,1.2166666666666668
2454,1.1833333333333333
3037,1.1833333333333333
3017,1.1666666666666665
6285,1.1333333333333333
2412,1.0
3231,0.8333333333333335
3044,0.8333333333333333
2603,0.8166666666666667
2357,0.7833333333333334
2317,0.7
4904,0.6666666666666666
4938,0.6666666666666666
1519,0.3666666666666667
3036,0.30000000000000004
3533,0.26666666666666666
2308,0.23333333333333334
2360,0.13333333333333333
2368,0.1
